Names,Dates,Locations,Tweets,Polarity,Sentiment
rushoadrenaline,2020-12-21 03:34:01,idc use whatever prns | 13,"['mom', 'while', 'ur', 'at', 'shoprite', 'can', 'u', 'get', 'the', 'bread', 'thing', 'like', 'the', 'thing', 'u', 'got', 'last', 'time', 'with', 'chocolate', 'chips', 'and', 'it', 'had', 'a', 'dog', 'on', 'it', 'pls']",0.55,very_positive
audiorockswisha,2020-12-21 03:31:59,last seen in salima,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.55,very_positive
duwachie,2020-12-21 03:28:12,malawi,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.55,very_positive
bob2a1959nyc,2020-12-21 03:14:33,"new york, ny","['chip12018', 'thank', 'you', 'happy', 'holidays', 'to', 'you', 'as', 'well', 'we', 'have', 'shoprite', 'here', 'we', 'use', 'and', 'they', 'do', 'a', 'good', 'job', 'with', 'open', 's']",0.55,very_positive
jayshair98,2020-12-21 03:06:05,lilongwe,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
mafatlhaneng,2020-12-21 02:36:55,southern alkebulan,"['rt', 'victorgreatree', 'last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 'suspe']",0.55,very_positive
taelookc,2020-12-21 02:36:34,she/her,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.0,neutral
archerryst,2020-12-21 02:30:42,taekook's ♡,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.55,very_positive
2ndmanofus,2020-12-21 02:07:50,nj,"['theblkjeffbazos', 'going', 'to', 'shoprite', 'for', 'the', 'fruit', 'we', 'had', 'last', 'time']",0.55,very_positive
moreandagain,2020-12-21 02:06:34,"the bronx, ny","['you', 'know', 'what', 'store', 'has', 'everythingshopritethe', 'tradeoff', 'is', 'you', 'have', 'to', 'listen', 'to', 'horrible', 'covers', 'of', 'all', 'the', 'hits']",0.55,very_positive
alex_oriri,2020-12-21 02:04:42,"i, oz","['rt', 'uncleclinton', 'this', 'girl', 'gave', 'one', 'guy', 'her', 'number', 'in', 'shoprite', 'and', 'in', 'front', 'of', 'her', 'the', 'guy', 'entered', 'his', 'mercedes', 'benz', 'e350', 'to', 'drive', 'off', 'a']",0.55,very_positive
promise51684610,2020-12-21 01:42:49,,"['rt', 'oladipupotunde', 'babalawo', 'at', 'shoprite', 'prank', 'see', 'full', 'video', 'here', 'davido', 'hushpuppi', 'verifiedlaycon', 'bit']",0.55,very_positive
karamel_nyc,2020-12-21 01:29:05,"commack, ny","['rt', 'rubsamhorrmann', 'long', 'island', 'who', 'shops', 'at', 'shoprite', 'of', 'commack', 'head', 'over', 'they', 'are', 'fully', 'stocked', 'with', 'ramph', 'pilsner', 'ramph', 'amber', 'and']",0.0,neutral
cbianben,2020-12-21 01:25:45,"atlanta, ga ","['while', 'shoprite', 'sells', 'products', 'stock', 'exchanges', 'sell', 'shares', 'aka', 'stocks', 'to', 'anyone', 'willing', 'to', 'buy', 'so', 'when', 'you', 'buy']",0.4,positive
cbianben,2020-12-21 01:22:03,"atlanta, ga ","['recall', 'also', 'that', 'a', 'stock', 'is', 'essentially', 'an', 'iou', 'or', 'more', 'like', 'a', 'receipt', 'that', 'is', 'given', 'to', 'you', 'the', 'buyer', 'aka']",0.55,very_positive
wadzo4,2020-12-21 01:14:41,,"['chasing', 'the', 'bag', 'what', 'bagshoprite', 'plastic']",0.55,very_positive
phineasandfeb,2020-12-21 01:14:28,🇳🇦 x 🇿🇦,"['laaaities', 'pep', 'outapi', 'there', 'by', 'the', 'shoprite', 'complex']",0.0,neutral
soaponthecouch,2020-12-21 01:08:55,phl,"['shoprite', 'antics']",0.55,very_positive
belunified,2020-12-21 00:56:16,"jersey city, nj","['our', 'local', 'shoprite', 'is', 'redoing', 'their', 'whole', 'store', 'to', 'add', 'more', 'dining', 'options', 'as', 'we', 'come', 'out', 'o', 'covid', 'look', 'for', 'lots']",0.0,neutral
marksun1962,2020-12-21 00:49:35,n 41° 00.606 w 073° 50.591,"['im', 'at', 'shoprite', 'in', 'scarsdale', 'ny']",0.0,neutral
tayestylizer,2020-12-21 00:41:17,nigeria,"['mrpi', 'boss', 'when', 'next', 'you', 'dey', 'go', 'shoprite', 'may', 'i', 'con', 'buy', 'fan', 'ice']",0.4,positive
tayestylizer,2020-12-21 00:40:27,nigeria,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
destinychisom3,2020-12-21 00:33:06,"anambra, nigeria","['just', 'posted', 'a', 'photo', 'shoprite', 'apo', 'abuja']",0.47,positive
destinychisom3,2020-12-21 00:31:34,"anambra, nigeria","['just', 'posted', 'a', 'photo', 'shoprite', 'apo', 'abuja']",0.4,positive
destinychisom3,2020-12-21 00:30:58,"anambra, nigeria","['just', 'posted', 'a', 'photo', 'shoprite', 'apo', 'abuja']",0.0,neutral
riajairam,2020-12-21 00:29:59,"wantage, nj usa - fn21qf","['ke9v', 'ive', 'seen', 'it', 'at', 'shoprite', 'grocery', 'store', 'coop', 'in', 'njpanyctmdde', 'for', 'online', 'shopping']",0.0,neutral
destinychisom3,2020-12-21 00:28:54,"anambra, nigeria","['just', 'posted', 'a', 'photo', 'shoprite', 'apo', 'abuja']",0.55,very_positive
royalties_pc,2020-12-21 00:22:24,"lagos, nigeria","['kemiolunloyo', 'thats', 'shoprite', 'na']",0.55,very_positive
therealdijj,2020-12-21 00:16:36,,"['lanaeslayy', 'shoprite', 'babe']",0.4,positive
guguk87463126,2020-12-21 00:12:44,,"['bongimbonwa', 'shopritesa', 'checkerssa', 'debonairspizza', 'cakebossbuddy', 'happy', 'birthday', 'mamakhemay', 'the', 'lord', 'grand', 'u', 'mo']",0.4,positive
teshawnedmonds,2020-12-21 00:10:24,,"['im', 'at', 'shoprite', 'of', 'gateway', 'center', 'in', 'brooklyn', 'ny', 'w', 'browncoko', 'gerryvisco', 'pattydukesnyc', 'kimbu18']",0.55,very_positive
marksun1962,2020-12-21 00:06:33,n 41° 00.606 w 073° 50.591,"['im', 'at', 'shoprite', 'in', 'scarsdale', 'ny']",0.0,neutral
wonderl77641793,2020-12-21 00:05:56,soon,"['rubsamhorrmann', 'went', 'to', 'shoprite', 'in', 'pearl', 'river', 'ny', 'sold', 'out', 'please', 'send', 'more', 'beer', 'so', 'i', 'can', 'have', 'it', 'for', 'nye', 'thank', 'you']",0.55,very_positive
jawnybravvo,2020-12-20 23:59:36,phl,"['mickizoe', 'too', 'bad', 'he', 'dont', 'like', 'people', 'darker', 'than', 'a', 'shoprite', 'bag']",0.55,very_positive
bigmilt15,2020-12-20 23:49:53,,"['aybeex3', 'shoprite']",0.55,very_positive
marksun1962,2020-12-20 23:43:47,n 41° 00.606 w 073° 50.591,"['im', 'at', 'shoprite', 'in', 'scarsdale', 'ny']",0.0,neutral
unclet0chi,2020-12-20 23:40:11,nigeria,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
maplewoodpatch,2020-12-20 23:30:56,"maplewood, nj","['find', 'out', 'when', 'you', 'can', 'pick', 'up', 'those', 'lastminute', 'christmas', 'dinner', 'additions', 'from', 'shoprite', 'whole', 'foods', 'and', 'wegmans', 'i']",0.0,neutral
westfieldpatch,2020-12-20 23:30:55,"westfield, nj","['find', 'out', 'when', 'you', 'can', 'pick', 'up', 'those', 'lastminute', 'christmas', 'dinner', 'additions', 'from', 'shoprite', 'whole', 'foods', 'and', 'wegmans', 'i']",0.55,very_positive
iam_munachi,2020-12-20 23:28:54,nigeria,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.4,positive
teehenson,2020-12-20 23:15:22,,"['keypitmoving', 'ayeeee', 'congrats', 'i', 'meant', 'to', 'ask', 'u', 'about', 'it', 'when', 'i', 'saw', 'u', 'at', 'shoprite']",0.4,positive
u_gee17,2020-12-20 23:14:38,"abuja, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.55,very_positive
chrislit265,2020-12-20 23:12:48,malawi,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
edward_mordecai,2020-12-20 23:12:44,"new jersey, usa","['i', 'met', 'an', 'elderly', 'man', 'named', 'solomon', 'at', 'shoprite', 'this', 'morning', 'her', 'reminded', 'me', 'of', 'my', 'father', 'who', 'passed', 'away', 'afew', 'mon']",0.4,positive
chriskennyde,2020-12-20 23:06:19,"wilmington, de","['giveaway', 'submissions', 'end', 'at', 'midnight', 'delaware', 'residents', 'enter', 'to', 'win', 'a', 'playstation', '5', 'or', '100', 'shoprite', 'gift', 'card', 'to']",0.4,positive
_djwhyte,2020-12-20 23:04:36,happiness,"['rt', 'sheunadeola', 'life', 'is', 'filled', 'with', 'bullies', 'you', 'might', 'avoid', 'them', 'in', 'secondary', 'school', 'but', 'they', 'will', 'be', 'at', 'your', 'office', 'the', 'queue', 'at', 'shopri']",0.55,very_positive
jamescapetown,2020-12-20 22:59:26,"cape town, south africa","['rt', 'djladydi', 'reckless', 'shoprite', 'truck', 'driver', 'almost', 'sent', 'me', 'to', 'the', 'mortuary', 'this', 'morning', 'along', 'main', 'roadjust', 'before', 'muizenberg', 'no', 'respe']",0.55,very_positive
chopaz_ak,2020-12-20 22:55:23,"akure, nigeria","['rozeey', 'mrandmissondos', 'ggainn', 'tomialiu', 'akureevents', 'didinjoku', 'davido', 'iamakinbusola', 'akurehowfar', 'after', 'sh']",0.55,very_positive
sire_george_001,2020-12-20 22:54:04,"lagos, nigeria","['lekki', 'shoprite', 'seafood', 'rice', 'gtgtgtgtgtgtgtgtgtgtgt']",0.55,very_positive
ddavissobers,2020-12-20 22:51:27,"new york, usa","['kingmay', 'once', 'i', 'saw', 'the', 'shoprite', 'and', 'applebees', 'was', 'coming', 'when', 'they', 'first', 'started', 'i', 'knew', 'what', 'it', 'was', 'gunna', 'turn', 'into', 'lmao']",0.55,very_positive
ayodeji_max1,2020-12-20 22:50:50,"lagos, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.55,very_positive
phiki_,2020-12-20 22:48:51,"somewhere in lagos, nigeria.","['rt', 'greensunday', 'how', 'can', 'you', 'walk', 'out', 'of', 'your', '3bedroom', 'apartment', 'with', '4toilets', 'you', 'stepped', 'out', 'of', 'your', 'compound', 'as', 'big', 'as', 'shoprite', 'parki']",0.0,neutral
dekunle_1,2020-12-20 22:43:41,hallowed chambers ,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.55,very_positive
agadaem34,2020-12-20 22:37:26,just on top a cloud watching,"['relationships', 'are', 'not', 'all', 'about', 'sex', 'and', 'shoprite', 'alongside', 'sharwama', 'and', 'coke', 'yunno', 'wise', 'up']",0.55,very_positive
armyonthebloc,2020-12-20 22:33:15,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.4,positive
_coybae_,2020-12-20 22:25:26,"new york, usa","['shouldnt', 'have', 'opened', 'twitter', 'in', 'shoprite']",0.55,very_positive
_shesweatinkahh,2020-12-20 22:21:12,,"['curlywayda', 'what', 'time', 'dmv', 'close', 'where', 'is', 'shoprite', 'how', 'yall', 'get', 'yall', 'job', 'can', 'yall', 'get', 'me', 'in', 'lmfaoooooooooo']",0.55,very_positive
t_tunes,2020-12-20 22:18:14,tunesworld,"['rt', 'sheunadeola', 'life', 'is', 'filled', 'with', 'bullies', 'you', 'might', 'avoid', 'them', 'in', 'secondary', 'school', 'but', 'they', 'will', 'be', 'at', 'your', 'office', 'the', 'queue', 'at', 'shopri']",0.55,very_positive
odozimartins2,2020-12-20 22:12:37,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.55,very_positive
mercy36400428,2020-12-20 22:10:24,kasungu,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.0,neutral
_lethxbo,2020-12-20 22:07:57,"pretoria, south africa","['rt', 'fkolobe', 'shopritesa', 'hi', 'is', 'this', 'legit', 'or', 'its', 'a', 'scam']",0.0,neutral
fassybky,2020-12-20 22:03:32,bikini bottom,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.55,very_positive
basit2185,2020-12-20 22:03:14,,"['jidesanwoolu', 'bee', 'collectionis', 'here', 'to', 'give', 'you', 'the', 'latest', 'trendsavailable', 'in', 'different', 'sizes', 'and', 'colorsavai']",0.0,neutral
awwsp,2020-12-20 21:58:49,somewhere,"['rt', 'neoalexanda', 'charlessanger6', 'jidesanwoolu', 'hoodlum', 'here', 'no', 'be', 'shoprite', 'ok', 'talk', 'with', 'some', 'sense', 'ok']",0.55,very_positive
mrchinazorduru1,2020-12-20 21:56:36,nigeria,"['rt', 'sheunadeola', 'life', 'is', 'filled', 'with', 'bullies', 'you', 'might', 'avoid', 'them', 'in', 'secondary', 'school', 'but', 'they', 'will', 'be', 'at', 'your', 'office', 'the', 'queue', 'at', 'shopri']",0.0,neutral
skybear59,2020-12-20 21:56:34,"kirigakure,the land of water ","['xchemoni', 'ma', 'i', 'waited', '3', 'months', 'for', 'this', 'my', 'shoprite', 'didnt', 'have', 'it', 'for', '3', 'months', 'and', 'now', 'its', 'here']",0.4,positive
_simplyayo,2020-12-20 21:55:02,"lagos, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
badstiles,2020-12-20 21:50:11,right here,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
lowereastsides,2020-12-20 21:47:41,"new jersey, usa","['ytnextgengaming', 'spieltimes', 'shoprite', 'had', 'a', 'queue', 'today', 'too', 'i', 'stood', 'on', 'hoping', 'it', 'was', 'for', 'ps5']",0.0,neutral
aremujorge,2020-12-20 21:46:27,okerimi oro...,"['hadeydayaaw', 'ayobankole', 'bros', 'when', 'make', 'we', 'meet', 'for', 'shoprite']",0.4,positive
abisade80,2020-12-20 21:45:49,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
wandecoally,2020-12-20 21:43:29,ibadan oyo state,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
bubae12,2020-12-20 21:41:59,"lagos, nigeria","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.4,positive
oreoluwaspecial,2020-12-20 21:41:53,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
odesanmijamal,2020-12-20 21:41:52,inside life,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.4,positive
iam_mella,2020-12-20 21:41:03,twitter,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
abioduncr700,2020-12-20 21:41:03,"arepo, ogun state","['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.4,positive
mr___pi,2020-12-20 21:40:30,nigeria,"['i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'bu']",0.4,positive
adeyemoffn,2020-12-20 21:36:56,,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.4,positive
reet_a_tweet,2020-12-20 21:26:17,in your head!!!,"['rt', 'sheunadeola', 'life', 'is', 'filled', 'with', 'bullies', 'you', 'might', 'avoid', 'them', 'in', 'secondary', 'school', 'but', 'they', 'will', 'be', 'at', 'your', 'office', 'the', 'queue', 'at', 'shopri']",0.4,positive
fullsend_raver,2020-12-20 21:26:16,the depths of hell,"['aayala12317', 'the', 'one', 'by', 'shoprite', 'theyre', 'only', '95', 'bc', 'of', 'covid']",0.0,neutral
sheunadeola,2020-12-20 21:25:30,"lagos, nigeria","['life', 'is', 'filled', 'with', 'bullies', 'you', 'might', 'avoid', 'them', 'in', 'secondary', 'school', 'but', 'they', 'will', 'be', 'at', 'your', 'office', 'the', 'queue', 'at']",0.55,very_positive
37begood,2020-12-20 21:21:59,pretoria ,"['shopritesa', 'i', 'bought', 'this', 'karoo', 'wors', 'r8084', 'i', 'dont', 'think', 'you', 'should', 'be', 'selling', 'such', 'useless', 'wors', 'like', 'this']",-0.6,very_negative
olufemi_dk,2020-12-20 21:16:03,"lagos, nigeria","['kemiolunloyo', 'shoprite']",0.31,positive
mo2rock,2020-12-20 21:04:54,"teaneck, nj","['im', 'at', 'shoprite', 'of', 'hackensack', 'in', 'hackensack', 'nj']",0.47,positive
homelynigeria,2020-12-20 20:59:37,nigeria,"['rt', 'ushurimne', 'buy', '3', 'and', 'get', 'one', 'free', 'at', 'any', 'homelynigeria', 'store', 'at', 'apapa', 'shoprite', 'surulere', 'shoprite', 'and', 'lenox', 'mall']",0.0,neutral
inistic,2020-12-20 20:56:31,"abuja, nigeria","['take', 'your', 'kids', 'to', 'the', 'nearest', 'shopriteng', 'store', 'to', 'meet', 'and', 'greet', 'with', 'santashoprite', 'loads', 'of', 'gifts', 'for', 'childre']",0.5,very_positive
tenovatenchido,2020-12-20 20:56:02,west africa...nigeria,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.7,very_positive
georgecynthia10,2020-12-20 20:52:43,onitsha,"['connectonitsha', 'try', 'godu', 'black', 'and', 'white', 'salon', 'di', 'na', 'shoprite']",-0.6,very_negative
btope_layi,2020-12-20 20:52:16,"abuja, nigeria","['by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'today']",0.47,positive
trendyemy1,2020-12-20 20:50:33,"lagos, nigeria","['kemiolunloyo', 'shoprite']",-0.6,very_negative
dark_knighted,2020-12-20 20:49:40,"yonkers, ny","['why', 'would', 'you', 'let', 'your', 'youngster', 'walk', 'around', 'shoprite', 'without', 'a', 'mask', 'on', 'irresponsibleparenting']",-0.1,negative
bayooflagos1,2020-12-20 20:47:38,somewhere in nigeria ,"['kemiolunloyo', 'shoprite', 'kemitalkssocial']",0.0,neutral
olulucius,2020-12-20 20:46:04,"lagos, nigeria","['kemiolunloyo', 'shoprite', 'kemitalkssocial']",0.0,neutral
inquiline,2020-12-20 20:45:44,,"['kemiolunloyo', 'shoprite']",-0.6,very_negative
sirakinakinleye,2020-12-20 20:45:34,"abuja, nigeria","['kemiolunloyo', 'shoprite']",0.37,positive
ifesitech,2020-12-20 20:43:33,architect,"['kemiolunloyo', 'that', 'is', 'shoprite']",0.7,very_positive
mimispeaks,2020-12-20 20:42:12,nigeria,"['frankfurters', 'are', 'the', 'absolute', 'ghetto', 'i', 'keep', 'saying', 'it', 'i', 'dont', 'get', 'them', 'you', 'can', 'get', 'good', 'old', 'sausages', 'at', 'grand', 'sq']",0.47,positive
mz_kind22,2020-12-20 20:41:52,lagos,"['kemiolunloyo', 'shoprite']",0.5,very_positive
sizwejewish1,2020-12-20 20:41:49,"copenhagen,malawi","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.5,very_positive
seuncr8vwox,2020-12-20 20:41:43,within the symphony of imc,"['sisiyemmie', 'check', 'shoprite', 'in', 'lekki', 'i', 'remember', 'they', 'use', 'to', 'sell']",0.7,very_positive
ballesulaimon,2020-12-20 20:41:36,nigeria,"['kemiolunloyo', 'shoprite']",0.5,very_positive
boyematthiass,2020-12-20 20:40:58,"minna, nigeria","['kemiolunloyo', 'shoprite']",0.5,very_positive
sieb_josh,2020-12-20 20:40:23,"warri, nigeria","['kemiolunloyo', 'shoprite', 'at', 'lekki', 'mall']",0.5,very_positive
darmmyllollah,2020-12-20 20:39:36,violence.com.ng,"['kemiolunloyo', 'shoprite']",-0.6,very_negative
johnbull409,2020-12-20 20:39:00,"surulere, lagos","['kemiolunloyo', 'shoprite']",0.0,neutral
ope_opsy03,2020-12-20 20:38:36,"lagos, nigeria","['kemiolunloyo', 'shoprite', 'ma']",-0.39,negative
a2oagomuo,2020-12-20 20:38:23,nigeria,"['kemiolunloyo', 'shoprite']",0.5,very_positive
qthacancer,2020-12-20 20:38:20,dmv,"['rt', 'carlmellisa', 'due', 'to', 'rapid', 'increase', 'of', 'humantrafficking', 'and', 'sexual', 'assault', 'i', 'urge', 'my', 'fellow', 'sisters', 'to', 'get', 'this', 'condom', 'called', 'rapex', 'co']",0.5,very_positive
akinfader,2020-12-20 20:37:50,"ibadan, nigeria","['kemiolunloyo', 'shopritekemitalkssocial']",0.5,very_positive
zacksimpson__,2020-12-20 20:35:43,,"['loserlolla', 'yea', 'they', 'do', 'i', 'get', 'it', 'from', 'shoprite', 'all', 'the', 'time']",0.33,positive
ridgepatch,2020-12-20 20:34:22,"basking ridge, nj","['find', 'out', 'when', 'you', 'can', 'pick', 'up', 'those', 'lastminute', 'christmas', 'dinner', 'additions', 'from', 'shoprite', 'whole', 'foods', 'and', 'wegmans', 'i']",0.5,very_positive
brickpatch,2020-12-20 20:32:58,"brick, nj","['find', 'out', 'when', 'you', 'can', 'pick', 'up', 'those', 'lastminute', 'christmas', 'dinner', 'additions', 'from', 'shoprite', 'whole', 'foods', 'and', 'wegmans', 'i']",0.0,neutral
cranfordpatch,2020-12-20 20:21:52,"cranford, nj","['find', 'out', 'when', 'you', 'can', 'pick', 'up', 'those', 'lastminute', 'christmas', 'dinner', 'additions', 'from', 'shoprite', 'whole', 'foods', 'and', 'wegmans', 'i']",0.0,neutral
momoreoluwaa,2020-12-20 20:21:16,canada ,"['doyinpepperr', 'oh', 'wowyour', 'pinned', 'tweet', 'thats', 'shoprite']",0.5,very_positive
slickyromantic,2020-12-20 20:20:11,"lagos, nigeria","['i', 'will', 'never', 'understand', 'the', 'fun', 'behind', 'going', 'to', 'a', 'supermarket', 'spar', 'and', 'shoprite', 'just', 'to', 'take', 'pictures']",0.5,very_positive
btsv7_esp,2020-12-20 20:20:01,magic shop,"['rt', 'btsvnigeria', 'vday', 'in', 'nigeria', 'a', 'billboard', 'ad', 'will', 'be', 'displayed', 'and', 'it', 'will', 'run', 'for', '2', 'days', 'from', '30th', 'to', '31st', 'of', 'dec', 'location', 'insi']",0.0,neutral
iamnelson_ug,2020-12-20 20:18:59,kampala ,"['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.5,very_positive
spfpatch,2020-12-20 20:17:02,"scotch plains, nj","['shoprite', 'whole', 'foods', 'christmas', '2020', 'grocery', 'store', 'hours', 'in', 'nj']",0.0,neutral
